Word:			1	1b	2	2b	3	3b	4	4b	5	5b
seclusion		0	0	0.00021	0	0	0	0	0	0	0
scenting		0	0	0	0	0	0	0	0	0	0.00018
lieu			0	0	0	0	0	0.0001	7e-05	0	0	0
cradling		0	0	0	0	0	0	7e-05	0	0.0002	0
sheep's			0	0	0	0	0	0	0.00011	0	0	0
ascended		0	0	0	0	0	0	0	8e-05	0	0
reelin'			0	0	0	0	0	0	0	8e-05	0	0
piece			2e-05	1e-05	0	1e-05	0.0	2e-05	2e-05	1e-05	1e-05	1e-05
subsist			0.00024	0	0	0	0	0	0	0	0	0
bucked			0	0.00018	0	0	0	0	0	0	0	0
vinegar			0	0	0.00021	0	0	0	0	0	0	0
mingling		0	0	0.00011	0	0	8e-05	0	4e-05	0	0
nagging			0	0	0	0	0	0.00021	0	6e-05	0	0
forbore			0	0	0	0	0	0	0	0	0.00015	0
feminized		0	0	0.00021	0	0	0	0	0	0	0
'ah			0.00025	9e-05	0	0	0	0	0	0	0	0.0001
railroad		0	0	0.0003	0.00012	0.00069	5e-05	2e-05	4e-05	4e-05	0
carefully		9e-05	0.00011	2e-05	0.00011	6e-05	0	7e-05	3e-05	6e-05	0
bang			0	0	0	0	7e-05	0.0001	0	0	0	0
grieve			0	0	0	0	0	0.0001	0	0.00017	0	0
rook			0	0	0	0	0	0	0	8e-05	0	0
readin'			0	0	0	0	0	0	0	8e-05	0	0
hornet			0	0	0	0	0	0	0	8e-05	0	0
floated			2e-05	7e-05	4e-05	0	2e-05	1e-05	1e-05	2e-05	1e-05	0
caps			0	4e-05	5e-05	8e-05	2e-05	3e-05	0	2e-05	0	0
barreled		0.00033	0	0	0	0.00015	0	0	0	0	0
gathering		2e-05	4e-05	4e-05	4e-05	2e-05	0	2e-05	2e-05	0	2e-05
tempted			0	0	0	0	0.00011	0	0	0	0	0
glassful		0	0	0	0	0	0	0	0	0.00015	0
sisters			0.00011	7e-05	0	4e-05	5e-05	0.00013	2e-05	5e-05	1e-05	0
hours			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sickly			0.00012	0.00019	0	0	0	0	0	8e-05	0	0
grandmothers		0	0	0.00021	0	0	0	0	0	0	0
uncles			0	0	0.00021	0	0	0	0	0	0	0
detachments		0	0.00013	0	0	7e-05	0	0	0	0	0
inherited		0	5e-05	6e-05	6e-05	3e-05	0	0	2e-05	0	0
rage			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drudgery		0	0	0	0	0	0	0	0	0.00015	0
unsaid			0	0	0	0	0	0	0	0	0.00015	0
accomplished		0	5e-05	0	0	3e-05	0	0.0001	2e-05	4e-05	0
cunning			0	0	0	0	0	0	7e-05	0.00017	0	0
endearing		0	0	0	0	0	0	0.00011	0	0	0
relenting		0	0	0	0	0	0	0	0	0.00015	0
emergencies		0.00016	0.00013	0	0	0	0	0	0	0	0
heartedly		0.00012	0	0	0	0	0	6e-05	0	0.00015	0
penalty			0	0	0	0	0	0	0	8e-05	0	0
found			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arrested		0	0	0	0	0	0	0.00037	0.00017	0	0
tenseness		0	0.00014	0	0	0	6e-05	0	3e-05	0.00012	0
implacable		0	9e-05	0	0	0	0	0	4e-05	8e-05	0
breastworks		0	0	0	0	0.00028	0	0	4e-05	0	0.0001
pall			0	0	0	0	0	0	0	6e-05	0	0.00026
infancy			0.00024	0	0	0	0	0	0	0	0	0
axles			0	0	0	0	0.00011	0	0	0	0	0
attractively		0	0	0	0.00013	0	0	0.00015	0	0	0
conspired		0	0	0	0	0	0	0.00011	0	0	0
macom			0	0	0	0	0	0.00074	0	0	0	0
quicksand		0	0	0	0	0	0	0	0	0	0.00037
sarcastically		0	0	0	0	0	8e-05	0	4e-05	0	0.0001
semblance		4e-05	3e-05	3e-05	0	2e-05	2e-05	3e-05	0	0	3e-05
gallivanting		0	0	0	0	0	0	0	8e-05	0	0
sally			0	6e-05	3e-05	3e-05	0	0.00018	8e-05	4e-05	0	3e-05
heartily		0	0	0.0001	6e-05	2e-05	0	2e-05	4e-05	2e-05	6e-05
edible			0	0	0	0	0	0.00015	0	0	0	0
envious			0	0	0.00021	0	0	0	0	0	0	0
live			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ambitious		0	0	0	0.00019	0	0	0	0	0	0
vapors			0	0	0	0	0	0	0	0	0.00015	0
sh			0	0	0.00042	0	0	0	0	0	0	0
admirers		0	0.00018	0	0	0	0	0	0	0	0
mentioned		0	0	8e-05	7e-05	1e-05	1e-05	3e-05	5e-05	4e-05	4e-05
shutters		0	9e-05	0	0	0	0	6e-05	0	0	0.00029
blunted			0	0	0	0.00019	0	0	0	0	0	0
listener		0	0	0	0	0	8e-05	6e-05	0	8e-05	0
wearily			7e-05	0	0	0	0.00013	9e-05	0.0001	0	0	0.00011
fund			0	0	0	0	0	0	0	0	0.00015	0
herseff			0	5e-05	0	0	6e-05	9e-05	3e-05	0	0	6e-05
horsemanship		0	0	0	0	0	0	0	0	0	0.00018
xxx			0	0	0	0	0	0.00015	0	0	0	0
squalid			0	0	0	0	0	0	0.00011	0	0	0
glow			5e-05	4e-05	4e-05	0	2e-05	2e-05	1e-05	1e-05	1e-05	2e-05
ginrations		0	0	0	0	0	0	0	0	0.00015	0
showered		0	0	0.00021	0	0	0	0	0	0	0
inflamed		0	0	0	0.00019	0	0	0	0	0	0
tiniest			0.00024	0	0	0	0	0	0	0	0	0
bleedin'		0	0	0	0	0	0	0	8e-05	0	0
executed		0	0	0	0	0	0	0.00021	0	0	0
scandals		0	0	0	0.00013	0	0	0	0	0.0001	0
vein			0	0	0.00011	0.0001	0	0	0	4e-05	0	0
toad			0	0	0	0	0	0	7e-05	6e-05	0	0
yoreself		0	0	0	0	0	0	0	0.00016	0	0
tickled			0	0	0.00011	0	6e-05	0	0	0	8e-05	0
lavished		0	0	0	0	0	0	0	0	0	0.00018
heartfelt		0	0	0	0	0	0	0	0	0	0.00018
miraculously		0	0	0	0	0	0.0001	0	0	0	0.00013
condescending		0	0	0	0	0	0	0	8e-05	0	0
enact			0	0	0	0	0	0	0.00011	0	0	0
husbands		1e-05	1e-05	4e-05	0	1e-05	1e-05	0.0	4e-05	1e-05	1e-05
explosively		0	0	0	0.00019	0	0	0	0	0	0
stooped			0	0	0	0	0	0.00015	0	0	0	0
administration		0	0	0	0	0	0	0	0	0	0.00037
barefooted		0	0	0	0.00029	3e-05	0.00022	6e-05	0	4e-05	0
mope			0.00016	0	0.00015	0	0	0	0	0	0	0
swooping		0	0	0.00015	0	0	0	0	0	0.0001	0
audience		0	5e-05	0.00019	0	6e-05	9e-05	3e-05	0	0	0
callers			0	0	0.00011	0	0	0	0	4e-05	0.0003	0
orchard			0	0	0	0	2e-05	3e-05	0.00017	0.00011	6e-05	8e-05
sherman's		0	0	0	0	0.00022	9e-05	0.00013	7e-05	0.00013	0
collie			0	0.00018	0	0	0	0	0	0	0	0
roofed			0	0	0	0	0	0	0.00011	0	0	0
furtive			0	0	0	0	0	0	0	0.00016	0	0
honeymooners		0	0	0.00021	0	0	0	0	0	0	0
abstraction		0	0.00018	0	0	0	0	0	0	0	0
overwhelmed		0.00019	7e-05	0	0	0	0	4e-05	3e-05	0	0
eked			0	0	0.00021	0	0	0	0	0	0	0
dispirited		0	0	0	0	0.00011	0	0	0	0	0
witness			0	0	0	0	4e-05	0.00024	0.00013	0	0.00017	0
innocence		5e-05	4e-05	5e-05	0	0	0	5e-05	0	6e-05	4e-05
serenely		0	0	0.00042	0	0	0	0	0	0	0
gangling		0	0	0	0	7e-05	0	0	6e-05	0	0
bubbled			0	0	0.00022	0	0	0	0	4e-05	0	0.0001
physique		0	0	0.00021	0	0	0	0	0	0	0
consecutive		0	0.00018	0	0	0	0	0	0	0	0
turned			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vaunted			0	0	0	0	0	0	0	0	0.00015	0
converse		0	0	0	0	0	0	0	0	0.00029	0
baseboard		0	0	0	0	0	0.00015	0	0	0	0
'not			0	0	0	0	0	0.00015	0	0	0	0
'lige			0	0	0	0	0.00011	0	0	0	0	0
reg'lar			0	0	0	0	0	0	0	8e-05	0	0
patriots		0	0	0.00022	0.0001	0	0	0.00011	0	0	0
knuckle			0	0	0	0	0	0	0	0.0004	0	0
amuse			0	0	0	0	0	0	0	6e-05	0.0002	0
reek			0	0	0	0.00013	0.00015	0	0	0	0	0
humbly			0	0	0	0.0002	0	0	0	0	8e-05	0.0001
covertly		0	0	0	0	0	0	0	0	0.00029	0
mumbling		0	0	0	0	7e-05	0.0001	0	0	0	0
'no'			0	0.00018	0	0	0	0	0	0	0	0
bundle			0	0	0	0	0	0	7e-05	0	0	0.00013
overhear		0	0	0	0	0	0	0	8e-05	0	0
shattered		0	5e-05	0	0	3e-05	9e-05	0	0	4e-05	6e-05
glimpse			0	0	2e-05	4e-05	2e-05	4e-05	2e-05	2e-05	1e-05	2e-05
pardon			0	0	0	6e-05	3e-05	0.00018	6e-05	0.00029	0	0
overlook		9e-05	0.00014	0	0	4e-05	0	4e-05	0	0	0
walnut			0	9e-05	0	0	0	0	0	0	0.00023	0.0001
thudding		0	5e-05	0	0	6e-05	0.00013	3e-05	0	0	6e-05
slopes			0	0	0	0	0.00021	0	0	0	0	0
hedge			0	0	0	6e-05	3e-05	9e-05	0	0.00017	4e-05	0
bachelors		0	0	0.00021	0	0	0	0	0	0	0
toll			0	0	0	0.00013	0	0	0	6e-05	0	0
naggings		0	0	0	0	0	0	0	0	0	0.00018
tremendous		0	0	0	0	0	0.0001	0	0.00011	0	0
'lalie			0	0	0	0	0	0	0	0.00016	0	0
stopgap			0	0	0	0	0	0	0.00011	0	0	0
folk			0.00037	0	0	0	0	0	0	8e-05	0.00015	0
award			0	0	0	0	0	0	0.00011	0	0	0
retorts			0	0	0	0	0	0	0	0	0.00015	0
loyalties		0	0	0	0.00013	0	0	0	0	0	0.00013
legislatures'		0	0	0	0	0	0	0	8e-05	0	0
unobserved		0	0	0	0	0	0	0	8e-05	0	0
overcast		0	0	0	0	0.00011	0	0	0	0	0
harmless		0	0	8e-05	8e-05	0	0	0	3e-05	6e-05	0
thinning		0	0	0	0	0.00015	0	7e-05	0	0	0
baptism			0	0	0	0	0	0	0	8e-05	0	0
leaps			0	0	0	0	0	0.00015	0	0	0	0
membranes		0	0	0	0	0	0.00015	0	0	0	0
responsible		0	0	6e-05	0	0	4e-05	0	7e-05	4e-05	6e-05
calloused		0	0	0	0	0	0.0003	0	0	0	0
sidewalks		0	0	0.00017	8e-05	8e-05	0	0.00017	0	0	0
creature		1e-05	2e-05	2e-05	2e-05	1e-05	0	1e-05	1e-05	2e-05	3e-05
mammy's			8e-05	0.00012	3e-05	0	4e-05	3e-05	4e-05	2e-05	3e-05	6e-05
remedy			0	0	0	0	0	8e-05	0.00011	0	8e-05	0
accorded		0.00012	9e-05	0	0	0	0	0	4e-05	0	0
bung			0	0	0	0	0.00011	0	0	0	0	0
distant			4e-05	0	3e-05	3e-05	3e-05	2e-05	0	1e-05	2e-05	0
agreement		0.00049	0	0	0	0	0	0	0.00017	0	0
frankly			0	4e-05	4e-05	2e-05	4e-05	3e-05	2e-05	1e-05	3e-05	0
balminess		0.00047	0	0	0	0	0	0	0	0	0
pillow			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lacerated		0	0	0	0	0	0	7e-05	6e-05	0	0
gale			0	0	0	0	0.00011	0	0	0	0	0
raging			0	0	0	0	0	0.0001	7e-05	0	0	0
homecoming		0	0	0	0.0001	0	8e-05	0	0	8e-05	0
moons			0	0	0	0	0	0	0	0	0.00015	0
untied			0	0	0	0.0002	0.00011	0	0	4e-05	0	0
clawlike		0	0	0	0	0	0	0	8e-05	0	0
bulwark			0	0	0	0	0	0	6e-05	4e-05	0	0.00019
bends			0	0	0	0	0	0	0	8e-05	0	0
linking			0	0	0	0	0	0	0	0	0	0.00018
thickened		0	0	0	0	0	0	0.00011	0	0	0
m'			0	0	0	0	0	0	0	0.00024	0	0
wedged			0	0	0.00015	0	7e-05	0	0	0	0	0
sole			0.00016	0	0	0	0	0	7e-05	0	0	0
push			5e-05	4e-05	0	0	0.00014	0	2e-05	4e-05	0	0.00016
stodgy			0	0	0	0.00019	0	0	0	0	0	0
dine			0	0	0	0	0	0	0.00011	0	0	0
undeceived		0	0	0	0	0.00011	0	0	0	0	0
gentlefolk		0.00016	0	0	0	0	0	7e-05	0	0	0
gashed			0.00016	0	0	0	0	0.0001	0	0	0	0
double			0	7e-05	0	0.00015	0	0	0	3e-05	6e-05	0
cavalrymen		0	0	0.0003	0	0	0	0	6e-05	0	0
unexpected		0	0	0	0	3e-05	0.00013	0	7e-05	9e-05	0.00011
lid			0	0	0	0.00013	0	0	0	0	0.0001	0
zealously		0	0	0	0	0	0.00015	0	0	0	0
mumble			0	0	0	0	7e-05	0	0	0	0	0.00013
permanently		0	0	8e-05	0	4e-05	6e-05	0	0	0	7e-05
bewhiskered		0	0	0.00021	0	0	0	0	0	0	0
vivacity		0.00016	0	0	0	0	0.0001	0	0	0	0
hugh's			0	0	0	0	0	0	7e-05	0.00034	0	0
hilarity		0	0	0	0	0	0	0	8e-05	0	0
activity		0	0	0	0	0.00011	0	6e-05	0	0.00015	0
literally		0	0	0	0.00019	0	0	0	0	0	0
subside			0	0	0	0	0.00011	0	0	0	0	0
runnin'			0	0	0	0	0.00011	0	0.00028	0	0	0.00019
hiccoughed		0	0	0	0	0	0	0	0	0.00015	0
universal		0	0	0	0.0002	6e-05	0	0	0	8e-05	0
afflicted		0	0	0	0	0	0.00015	0	0	0	0
blindingly		0	0	0	0	0.00011	0	0	0	0	0
obscenities		0	0	0	0	0	0	0	0	0.00015	0
bites			0	0	0.00021	0	0	0	0	0	0	0
ankles			0	0	0	0	3e-05	4e-05	0.00013	7e-05	0	6e-05
ragamuffin		0	0	0	0.00027	0	0	0	0	0	0.00013
refinement		0	0	0.00022	0.0001	0	0	0	0	0.00015	0
flapping		0	0	0	0	0.00011	0	0	0	0	0
flaring			0	0.00019	0	0	0.00017	0	0	0	0	0.0001
merited			0	0	0	0	0	0	0.00011	0	0	0
gauntlets		0	0	0	0.00019	0	0	0	0	0	0
decrepit		0	0	0	0	7e-05	0	0	0	0.0001	0
sway			0	0	0	0	0	0	0	8e-05	0	0
flicked			0	0.00018	0	0	0	0	0	0	0	0
aimless			0	0	0	0	0	0	0	8e-05	0	0
importunings		0	0	0	0	0	0	0	0	0	0.00018
busied			0	0	0.00021	0	0	0	0	0	0	0
bass			0.00012	0	0.00033	0	6e-05	0	0	0	0	0
entertained		0.00012	0	0	0	6e-05	0	0	4e-05	0	0
agonies			0	0.00019	0	0	0.00011	0	0	4e-05	0	0
socially		0	0	0	0	0.00021	0	0	0	0	0
handkerchiefs		0	0	0	0.00015	4e-05	0	0	6e-05	6e-05	0
world's			0	0.00013	0	0	0	0	0	6e-05	0	0
spilling		0	0	0	0	0.00015	0.00021	0	0	0	0
catching		0	0.00016	0	0	3e-05	4e-05	3e-05	7e-05	0	0
woo			0	0	0	0	0	0	0	0	0	0.00018
touch			6e-05	2e-05	0	5e-05	2e-05	1e-05	2e-05	0.0	3e-05	2e-05
contract		0	0	0	0.00015	4e-05	0	0	3e-05	6e-05	0
aggrieved		0.00012	9e-05	0	0	0	0	0	4e-05	0	0
enumerate		0	0	0.00011	0	6e-05	0	0	0	8e-05	0
atlantic		0	0	0	0	0.00011	0	0	0	0	0
crook			0	0	0	0	7e-05	0	0	6e-05	0	0
slanting		1e-05	0	1e-05	2e-05	0.0	1e-05	1e-05	1e-05	1e-05	1e-05
jeff			0	0	0	0	0.00015	0	0	0.00017	0	0
remote			0.00019	0	0	0	8e-05	0	0.00013	6e-05	0	0
adairsville		0	0	0	0	0.00011	0	0	0	0	0
scraping		0	0	0	0	0.00011	0	0	0	0	0
neighborhood		0.00015	0	0	6e-05	2e-05	5e-05	2e-05	4e-05	0	6e-05
intoxicating		0	9e-05	0.00011	0	0	0	0	0	8e-05	0
crammed			0	0.00019	0.00022	0.0001	0	0	0	0	0	0
remaining		0	0	8e-05	0	0.00013	0.00012	0	3e-05	0	0
inquired		0	0	0	0	0	0.00015	0	0	0	0
exists			0	0	0	0	0	0	0	0	0	0.00018
increased		5e-05	4e-05	5e-05	4e-05	0	7e-05	0	2e-05	0	0
unaccountable		0	0	0	0	0	0	0	8e-05	0	0
gif'			0	0	0	0	0	0	0	0	0.00015	0
graduating		0	0	0	0.00019	0	0	0	0	0	0
ironworks		0	0	0	0	0.00011	0	0	0	0	0
he'll			1e-05	0	2e-05	3e-05	4e-05	3e-05	6e-05	3e-05	1e-05	3e-05
bringin'		0	0	0	0	7e-05	0	0	6e-05	0	0
speculations		0	0	0	0	0	0	7e-05	6e-05	0	0
wealthier		0	0	0	0	0	0	0	8e-05	0	0
untended		0	0	0	0	0.00022	0	0	6e-05	0	0
evil			0	0	2e-05	6e-05	2e-05	1e-05	1e-05	1e-05	1e-05	2e-05
grizzled		0	0	0.00022	0	0	0.00015	0	0.00017	0	0
gentlest		0	0	0	0.00013	0	0	7e-05	0	0	0
lightness		0	0	0	8e-05	0	6e-05	8e-05	3e-05	0	0
peasant			0	0.00013	0	0	0.00015	0	0	0	0	0
toilets			0.00024	0	0	0	0	0	0	0	0	0
revolted		0	0	0	0	0	0.00015	0	0	0	0
po'in'			0	0	0	0	0	0	0.00011	0	0	0
present			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
french			0.00031	4e-05	0	8e-05	2e-05	0	5e-05	2e-05	0	0
forgiving		0.00016	0	0	0	7e-05	0	0	0	0	0
rhythmic		0.00012	0	0	0	6e-05	0	0	4e-05	0	0
agates			0	0	0	0	0	0	0	8e-05	0	0
approbation		0.00019	7e-05	0	0	0	6e-05	4e-05	0	0	0
girls'			7e-05	0.00027	0.00051	0	0	4e-05	0	0	4e-05	0
unnoticed		0.00012	9e-05	0	0	0	0	0	0	8e-05	0
swirl			0	0	0	0	0	0.0001	0	6e-05	0	0
advent			0	0	0	0	0	0	0.00011	0	0	0
involved		0	0	3e-05	6e-05	2e-05	2e-05	0	2e-05	4e-05	3e-05
emptorium		0	0	0	0	0	0	0	0	0.00015	0
tenterhooks		0	0	0	0	0	0.00015	0	0	0	0
attend			0	0	0.00017	0	0	0	8e-05	3e-05	0.00017	0
type			0	4e-05	0	0	0	3e-05	2e-05	4e-05	6e-05	4e-05
interruption		0	0.00013	0	0	0	0	0	6e-05	0	0
beetles			0	0	0	0	0	0	0	0	0.00015	0
it'			0	0	0.00021	0	0	0	0	0	0	0
lamp			2e-05	0.00012	2e-05	0	0.00017	0	3e-05	9e-05	7e-05	4e-05
ruthlessness		0	0	0	0	7e-05	0	7e-05	0	0	0
savagery		0	0	0	0	0	0	0.00015	0	0.0001	0
'yas'm			0	0	0	0	0	0	0	0	0	0.00018
'lament			0	0	0.00042	0	0	0	0	0	0	0
shepherd's		0	0	0	0.00019	0	0	0	0	0	0
sin			0	0	0	8e-05	8e-05	0	8e-05	6e-05	0	0
compensate		0	0	0	0.00019	0	0	0	0	0	0
attacking		0	0	0	0	0	0.00015	0	0	0	0
mares			0	0.00013	0	0	0	0.0001	0	0	0	0
quacking		0	0	0	0	0	0.00015	0	0	0	0
throngs			0	0	0	0	0.00011	0	0	0	0	0
droning			0	0	0.00015	0	7e-05	0	0	0	0	0
bad			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
note			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edward			0	0	0	0	0	0	0.00011	0	0	0
reddened		0	0	0	0	0	0	0	8e-05	0	0
burying			7e-05	0	7e-05	0	2e-05	0.00014	5e-05	9e-05	2e-05	0
unsure			0	0	0	0	0	0.00015	0	0	0	0
la			0	0	0	0.00013	0	0	0.00022	0	0	0
jeopardize		0	0	0	0	0.00011	0	0	0	0	0
admiral			0	0	0	0	0	0	0.00011	0	0	0
console			0	0	0	0	7e-05	0	0	0	0.0001	0
bitingly		0	0	0	0	0	0	0	0	0.00015	0
brightened		0	9e-05	0	0	0	8e-05	0.00017	0	0	0
underlying		0.00016	0	0.00015	0	0	0	0	0	0	0
complete		0	2e-05	0	4e-05	1e-05	3e-05	5e-05	2e-05	1e-05	7e-05
overnight		0	3e-05	3e-05	0	0	2e-05	5e-05	1e-05	4e-05	3e-05
comb			0	0	0	0.00057	0	0	0	0	0	0
hooks			0	0	0	0	0	0	0.00011	0	0	0
descent			0.00024	0	0	0	0	0	0	0	0	0
'lines			0	0	0	0	0	0.00015	0	0	0	0
amputations		0	0	0	0	0.00021	0	0	0	0	0
whimpered		0	0	0	0	0.00011	0	0	0	0	0
disrespect		0	0	0	0	0	0	0	0.00016	0	0
catch			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
whar's			0.00024	0	0	0	0	0	0	0	0	0
johnny			0	0	0.00021	0	0	0	0	0	0	0
urge			0	0	0	0	0.00011	0	0	0	8e-05	0.0001
churchgoing		0	0	0	0	0	0	0	6e-05	0.0001	0
bulk			0	0	6e-05	0	3e-05	0	0	2e-05	9e-05	6e-05
moccasin		0	0	0	0	0	0	0	0	0	0.00018
b'lieve			0	0	0	0	0	0	0	8e-05	0	0
ceasing			0	0	0.00033	0	0	8e-05	0	0	8e-05	0
hairs			0	0	0	0	0	0	0	6e-05	0	0.00013
shuffling		0	0.00013	0	0	7e-05	0	0	0	0	0
figurines		0	0	0.00021	0	0	0	0	0	0	0
alternated		0	0	0	0	0	0	0.00011	0	0	0
mahseff			0.00025	9e-05	0	0	6e-05	0	0	0	0	0
relinquish		0.00024	0	0	0	0	0	0	0	0	0
homes			5e-05	0	4e-05	7e-05	6e-05	0.00011	4e-05	4e-05	4e-05	0
shillings		0.00024	0	0	0	0	0	0	0	0	0
lese			0	0	0.00021	0	0	0	0	0	0	0
treasurer		0	0	0	0	0	0	0	0	0.00015	0
sun			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
recommenced		0	0	0	0.00019	0	0	0	0	0	0
spell			5e-05	4e-05	0	0	0	0	2e-05	7e-05	0.0001	4e-05
suffered		1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	3e-05	0
amber			0.00016	0	0.00015	0	0	0	0	0	0	0
mcdonough		0	0	0	0	0.00032	0	0	0	0	0
oven			0	0	0	0	0.00021	0	0	0	0	0
azure			0.00016	0.00013	0	0	0	0	0	0	0	0
unhurried		0	0	0	0	0	0	0	0.00016	0	0
indicating		0	0	0	0.00019	0	0	0	0	0	0
corridors		0	0	0	0	0.00011	0	0	0	0	0
buds			0.00016	0.00013	0	0	0	0	0	0	0	0
witnessed		0	0	0.00011	0	6e-05	0	0	0	8e-05	0
unconcern		0	0.00013	0	0	0	0	7e-05	0	0	0
failing			0.00016	0.00013	0	0	0	0	0	0	0	0
lessus			0	0	0	0	0	0.00015	0	0	0	0
lets			0	0	0	0	0	0	0.00015	0	0.0001	0
penny			0	3e-05	3e-05	6e-05	0	5e-05	2e-05	4e-05	0	3e-05
gabriel			0	0	0	0	0	0	0	8e-05	0	0
fervor			0	0	0.00011	0	0	0	6e-05	4e-05	0	0
moonstone		0	0	0	0	0	0	0	0	0.00015	0
bitterest		0	0	0	0	0	0	7e-05	0	0	0.00013
parts			0.00012	0	0	0.0002	0	0	0.00011	0	0	0
abuses			0	0	0	0	0	0	0	0	0.0001	0.00013
nussin'			0	0	0	0	0.00021	0	0	0	0	0
anticipation		9e-05	0	8e-05	0	4e-05	0	0	0	6e-05	0
footer			0	0	0	0	0	0	0.00011	0	0	0
upland			0.00016	0.00013	0	0	0	0	0	0	0	0
lantern			0	0	0	0	0	0	0	8e-05	0	0
marries			0.00024	0	0	0	0	0	0	0	0	0
sprang			0	8e-05	0	0	2e-05	0	2e-05	5e-05	0.00013	4e-05
solidness		0.00024	0	0	0	0	0	0	0	0	0
mask			0	0.00014	0	0	0	6e-05	0	6e-05	0	7e-05
haul			0	0	0	0	0	0.0001	7e-05	0	0	0
series			0	0	0	0	6e-05	0.00015	0	0	8e-05	0
wrenched		0	0	0	0	0.00017	0	8e-05	3e-05	6e-05	0
filling			7e-05	0	0	0.00011	3e-05	9e-05	0	2e-05	0	0
jes'			0	5e-05	4e-05	0	0.00011	3e-05	4e-05	8e-05	6e-05	7e-05
hundons'		0	0	0	0	0	0	0	0	0.00015	0
lay			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sold			7e-05	0	6e-05	7e-05	0	1e-05	8e-05	3e-05	4e-05	0.00011
busts			0	0	0	0	0.00011	0	0	0	0	0
attended		0	5e-05	0	0	0	4e-05	0	2e-05	0.00013	6e-05
foun'ry			0	0	0.00015	0	7e-05	0	0	0	0	0
preliminary		0	0	0	0	7e-05	0	7e-05	0	0	0
handling		9e-05	0	0	0	4e-05	0	0	6e-05	6e-05	0
forty			0	7e-05	0	0	8e-05	0	4e-05	0.00016	0	0
creeping		0	3e-05	0	3e-05	3e-05	2e-05	2e-05	1e-05	0	3e-05
appetite		0	0.00029	0	0	4e-05	0.00024	0	0	6e-05	0
distinctly		0.00012	0	0	0.0001	0	0	6e-05	0	0	0
destroyin'		0	0	0	0	0	0	0	8e-05	0	0
blackberry		0	4e-05	0	0	2e-05	3e-05	2e-05	4e-05	3e-05	0
clinking		0	0	0	0.00013	0	0	0	0	0.0001	0
dollars			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rebelliously		0	0	0.00021	0	0	0	0	0	0	0
irish			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enchantment		0	0	0	0	7e-05	0	0	6e-05	0	0
twisted			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
thrillingly		0	0	0.00015	0	7e-05	0	0	0	0	0
sourly			0	0	0.00015	0	0	0	0	6e-05	0	0
revenge			0	0	0	0	0	0.00015	0	0	0	0
ho			0	0	0	0	0	0.00015	0	0	0	0
excepting		0	0.00036	0	0	0	0	0	0	0	0
damnedest		0	0	0	0	0	0	0.00011	0	0	0
stirring		5e-05	0	0	4e-05	2e-05	0	2e-05	4e-05	0	8e-05
orphan			0	0	0	0	0	0	0	8e-05	0	0
maturity		0	0	0	0.0001	0	8e-05	0	4e-05	0	0
irishman		0.00066	7e-05	0	0	0	0	0	0.00016	6e-05	0
cannon's		0	0	0	0.00019	0	0	0	0	0	0
southerner's		0	0	0	0	0	0	0.00011	0	0	0
genuinely		0	0	0	0	0	0	6e-05	4e-05	8e-05	0
tensely			0	0	0	8e-05	4e-05	6e-05	0	0	0.00012	0
expectantly		0.00012	9e-05	0	0	0	0	0	4e-05	0	0
rang			0	0	0.00013	6e-05	0	0	3e-05	0	4e-05	6e-05
attacked		0	0.00025	0	0	0	0	0	6e-05	0	0
odder			0	0	0	0	0	0	0	8e-05	0	0
uncompromising		0	0	0	0	0	0	7e-05	6e-05	0	0
risk			4e-05	0	0	0.00012	0	7e-05	2e-05	6e-05	7e-05	9e-05
earliest		0	0	0	0	7e-05	0.0001	0	0	0	0
smart			2e-05	0	2e-05	0	2e-05	1e-05	5e-05	0.00018	0.00011	5e-05
wagon			0	4e-05	9e-05	0	0.00129	0.00036	0.00021	0.00039	0	0
flamed			0.00012	0	0	0	0	0	0.00011	8e-05	0	0
relieved		0	4e-05	5e-05	0	2e-05	7e-05	0	7e-05	0	4e-05
reticule		0	0	0	0.0001	6e-05	0	0	0	0	0.0001
sea			0.00021	0	0	0	0	7e-05	5e-05	4e-05	3e-05	4e-05
